name,phi,psi,theta,energy,ani2_energy,ani1x_energy,cnn_energy,BAND_energy,bobrfr_energy,bobkrr_energy,bobbrr_energy,ecfprfr_energy,fchl_energy,mmff_energy,gaff_energy
aspartame,180.0,-20.0,,-644471.5708278043,-644478.2807600255,-646176.3850917193,-646008.3680863732,-4254.798828125,-301511.109149265,-454834.883607076,-455495.78781315533,-296611.53979063587,,40.38309033272281,9.911248348820749
aspartame,180.0,-40.0,,-644470.593131447,-644477.1739789235,-646175.3850616368,-646012.4006791465,-4253.00341796875,-301511.109149265,-454851.4768428829,-455497.7146449075,-296611.5397906358,,45.8262007161908,7.1902014997398265
aspartame,180.0,-60.0,,-644469.5661735032,-644477.1190483504,-646174.4906000517,-646004.1807694787,-4254.3876953125,-301509.25984149496,-454847.77280057734,-455495.85275313794,-296611.5397906358,,44.36544699847504,21.053373974770988
aspartame,180.0,-80.0,,-644473.7246312444,-644480.983120395,-646178.5556884875,-646005.2488236779,-4255.26220703125,-301511.109149265,-454845.89010939177,-455493.98941378796,-296611.5397906358,,40.053917993718656,-0.172070531417873
aspartame,180.0,0.0,,-644471.6334578003,-644478.879493946,-646176.2586339378,-646009.999250924,-4249.20849609375,-301511.4379614411,-454843.35811116983,-455498.43683848705,-296611.5397906358,,43.923325111699256,4.576924497981139
aspartame,180.0,100.0,,-644471.8287642512,-644478.7150752696,-646176.7654749313,-646007.9861283654,-4253.89453125,-301511.4379614411,-454833.910544181,-455496.5542922369,-296611.5397906358,,41.54789462248284,8.552419137464497
aspartame,180.0,120.0,,-644471.5967885541,-644477.7993667622,-646175.6603999865,-646010.3374467248,-4254.625,-301511.109149265,-454851.4059277826,-455496.7738251694,-296611.53979063587,,43.66240306708971,1.203418666605728
aspartame,180.0,140.0,,-644473.7663887474,-644481.0766236082,-646178.6263604715,-646008.35413984,-4254.8271484375,-301511.109149265,-454845.4215311341,-455493.6677504571,-296611.5397906358,,40.11151562546539,0.5097626732450209
aspartame,180.0,160.0,,-644469.127068825,-644476.7492695351,-646174.0771156457,-646002.4367204064,-4254.4384765625,-301509.25984149496,-454850.1818194482,-455498.0442238075,-296611.5397906358,,44.76605770725517,22.12589617014549
aspartame,180.0,180.0,,-644470.9817102978,-644477.5012494957,-646175.7076393175,-646005.2498612754,-4252.92236328125,-301511.109149265,-454850.5899552996,-455496.0427718031,-296611.53979063587,,45.422042495451606,5.301374016307904
aspartame,180.0,20.0,,-644472.6579310726,-644479.0726928851,-646177.0194003617,-646003.738905465,-4255.63134765625,-301511.109149265,-454849.3446023571,-455497.7116464731,-296611.53979063587,,41.18086315185722,-1.1577894244189793
aspartame,180.0,40.0,,-644472.6294230649,-644479.8783723773,-646177.4666218037,-646004.8839555138,-4254.091796875,-301511.109149265,-454846.46461146994,-455501.96585271077,-296611.53979063587,,41.75594539292457,9.10151377241526
aspartame,180.0,60.0,,-644468.3114268781,-644475.979588687,-646173.458534746,-646001.8783402796,-4253.5888671875,-301511.109149265,-454857.9094708403,-455503.62804089667,-296611.53979063587,,46.615123323413506,21.12163176718684
aspartame,180.0,80.0,,-644471.9848041291,-644478.8704290024,-646176.6841806432,-646004.5264115685,-4254.27880859375,-301511.109149265,-454839.19955393893,-455493.0940425719,-296611.5397906358,,42.386531166479564,3.195938685123437
aspartame,20.0,-100.0,,-644464.9833626478,-644474.2088284541,-646171.5517376626,-645997.6728959435,-4245.1142578125,-301510.7055560599,-454853.66743127606,-455475.12701907824,-296611.53979063587,,47.86939315072802,28.594016616000413
aspartame,20.0,-120.0,,-644469.0355678216,-644476.7259170469,-646173.5963815824,-645992.3342728965,-4247.76220703125,-301510.88450720883,-454839.97932082217,-455478.7831506912,-296611.53979063587,,42.56435174336383,36.61844751412542
aspartame,20.0,-140.0,,-644457.225848751,-644463.6354858532,-646160.2817722844,-645977.7791581504,-4248.42822265625,-301509.27277861553,-454852.3430842978,-455479.8420127657,-296611.53979063587,,54.99982241838007,116.60096140345831
aspartame,20.0,-160.0,,-644464.4892885226,-644473.4061706099,-646170.530930503,-645990.9773087853,-4247.56396484375,-301510.70555605995,-454860.5656452927,-455483.29073089105,-296611.5397906358,,46.97597657310212,51.79540611680611
aspartame,20.0,-180.0,,-644469.1348858395,-644477.3564528781,-646175.327910649,-645998.6320329064,-4243.4248046875,-301510.5556950327,-454845.62290608144,-455483.95787777455,-296611.53979063587,,43.53669853934539,34.85282717673733
aspartame,20.0,-20.0,,-644464.6050166385,-644471.0791287433,-646168.2832659268,-645983.8484635705,-4245.4736328125,-301511.0343682361,-454845.1564223628,-455477.34199216764,-296611.53979063587,,47.323008659972714,64.17851223506328
aspartame,20.0,-40.0,,-644459.7475150141,-644466.9056548832,-646164.7253551071,-645987.1039262171,-4247.42333984375,-301508.94396643934,-454865.15537830215,-455489.5513931518,-296611.53979063587,,52.374308093557175,73.42262594089988
aspartame,20.0,-60.0,,-644466.9623628714,-644475.3282370595,-646173.1681418986,-645984.7905717248,-4247.625,-301509.10925775254,-454849.60193141294,-455485.5519054979,-296611.53979063587,,44.379007395499926,46.35687178444897
aspartame,20.0,-80.0,,-644466.1302294645,-644474.6435353932,-646172.6433290137,-645981.8673539513,-4242.66259765625,-301510.7055560599,-454844.3790492381,-455477.23738548864,-296611.53979063587,,45.726050596230564,36.73789702440693
aspartame,20.0,0.0,,-644467.3473680507,-644477.4103016267,-646174.3756809348,-645997.243452584,-4244.49365234375,-301510.88450720883,-454841.13969533227,-455465.8449727807,-296611.5397906358,,45.52048397690518,28.305634857090936
aspartame,20.0,100.0,,-644469.0333209775,-644477.220963682,-646174.2539171642,-645991.1168046349,-4248.1962890625,-301510.88450720883,-454841.7225755658,-455479.0130790577,-296611.5397906358,,42.69916228798039,34.426880442116534
aspartame,20.0,120.0,,-644464.5634343767,-644473.5132339338,-646170.9657530233,-645987.0579667443,-4244.71240234375,-301510.70555605995,-454854.27664285485,-455474.7664219684,-296611.53979063587,,48.05104808921539,29.24871028646893
aspartame,20.0,140.0,,-644466.9096715617,-644475.4123582427,-646173.3913785948,-645990.1259904259,-4242.26806640625,-301510.7055560599,-454843.4356091064,-455474.18889705633,-296611.5397906358,,45.222564743850825,35.751980159672065
aspartame,20.0,160.0,,-644466.5099461114,-644474.9517061668,-646172.7928080213,-645987.6246781701,-4247.74658203125,-301509.1092577525,-454852.208734593,-455485.3387112455,-296611.5397906358,,44.70170229319332,47.70397794318575
aspartame,20.0,180.0,,-644458.8093418333,-644465.5654608132,-646163.3462321981,-645982.4987016076,-4248.208984375,-301508.94396643934,-454867.2077271327,-455490.0982588773,-296611.53979063587,,53.31602932023696,83.06444428547205
aspartame,20.0,20.0,,-644462.866341109,-644471.0036808086,-646168.712534179,-645988.0396256797,-4243.79150390625,-301510.7055560599,-454854.57107516995,-455485.5390185392,-296611.53979063587,,48.055699189718894,37.093535187485905
aspartame,20.0,40.0,,-644469.1126552263,-644477.2948821407,-646175.1881749872,-645988.1147599572,-4243.8876953125,-301510.5556950327,-454846.90446462366,-455486.2588739713,-296611.5397906358,,43.455319108046005,35.98410981760331
aspartame,20.0,60.0,,-644464.0488883102,-644473.061684106,-646169.9822361353,-645986.5819230431,-4247.40576171875,-301510.70555605995,-454861.5045971268,-455484.2019325136,-296611.5397906358,,47.56317728470145,52.307007692592066
aspartame,20.0,80.0,,-644457.8247735129,-644464.2152505401,-646160.9255624552,-645974.3601518029,-4248.16650390625,-301509.2727786155,-454848.6704600746,-455482.47230646916,-296611.53979063587,,54.459284102187226,113.03744468645826
aspartame,40.0,-100.0,,-644299.0783559408,-644305.0477411916,-646006.8418375438,-645909.6176133507,-4163.17724609375,-301508.88276978687,-454842.6468656282,-455480.40515280154,-296611.53979063587,,400.9719582139622,34306.508115367906
aspartame,40.0,-120.0,,-644300.3429598899,-644305.5169079726,-646007.9992432323,-645914.7502274865,-4166.25732421875,-301508.88276978687,-454825.20683769556,-455474.1127840733,-296611.5397906358,,397.1640082393064,34321.38150838227
aspartame,40.0,-140.0,,-644299.5983970742,-644304.3158542565,-646007.0455828733,-645916.7072587365,-4164.7607421875,-301510.7320775569,-454829.6705991556,-455470.9116136315,-296611.53979063587,,400.0325437695461,34321.05384962694
aspartame,40.0,-160.0,,-644296.8648077279,-644303.5549539065,-646005.0971054023,-645914.4027238244,-4164.45068359375,-301508.88276978687,-454854.8637121661,-455488.0214379657,-296611.5397906358,,401.7232134716159,34317.998583961926
aspartame,40.0,-180.0,,-644301.3047843906,-644306.1965968744,-646009.0421739583,-645913.8114304894,-4162.84033203125,-301508.88276978687,-454840.5565158789,-455489.46227848186,-296611.53979063587,,398.3316984099675,34314.16123831877
aspartame,40.0,-20.0,,-644299.7828135288,-644304.17528235,-646007.050496624,-645910.8700089806,-4166.42919921875,-301508.88276978687,-454817.5572826797,-455469.44387918536,-296611.5397906358,,397.4031393907331,34339.72678390533
aspartame,40.0,-40.0,,-644298.5026506537,-644304.0966029307,-646006.3542822034,-645909.7473435753,-4164.283203125,-301508.8827697868,-454839.81355303497,-455477.17843952123,-296611.5397906358,,401.98443975905576,34319.33175215252
aspartame,40.0,-60.0,,-644298.3601106161,-644304.7877069466,-646006.4776449301,-645906.4923692101,-4164.2080078125,-301508.88276978687,-454852.07887318573,-455490.02677049866,-296611.5397906358,,399.9345357234929,34332.775579967565
aspartame,40.0,-80.0,,-644301.3424863087,-644305.7135668851,-646008.3919271845,-645906.9440751427,-4162.54052734375,-301508.88276978687,-454837.33541438286,-455482.7079296359,-296611.5397906358,,398.2456002370955,34326.185399874565
aspartame,40.0,0.0,,-644299.9277068069,-644306.2443323816,-646007.7295339559,-645911.4518876427,-4159.935546875,-301510.7320775569,-454836.8686314443,-455482.0649960153,-296611.53979063587,,400.05070154599633,34321.927763364016
aspartame,40.0,100.0,,-644300.3967464579,-644305.8094202687,-646008.1672458176,-645916.9823289269,-4166.22314453125,-301508.88276978687,-454825.10540217237,-455473.63990377006,-296611.53979063587,,397.4477753485207,34321.1244180271
aspartame,40.0,120.0,,-644299.1135731873,-644304.9496682025,-646006.9431842361,-645908.3776994103,-4162.70947265625,-301508.88276978687,-454842.49695649213,-455477.82626791525,-296611.5397906358,,400.7848482962837,34295.437326853214
aspartame,40.0,140.0,,-644301.4720710061,-644305.8334908646,-646008.5953919953,-645902.4833512658,-4162.337890625,-301508.88276978687,-454839.1827976282,-455484.3944917128,-296611.5397906358,,398.19363620985604,34328.37164671143
aspartame,40.0,160.0,,-644297.9394626037,-644304.5177497591,-646006.0116380929,-645913.5563340539,-4164.45654296875,-301508.88276978687,-454854.59231977805,-455491.49651096656,-296611.53979063587,,400.18491136829863,34322.64417625905
aspartame,40.0,180.0,,-644298.8034961893,-644304.2807649048,-646006.5447356268,-645911.8967576378,-4164.09375,-301508.88276978687,-454835.6493106272,-455471.7395067787,-296611.53979063587,,401.7429141166298,34320.656725549044
aspartame,40.0,20.0,,-644300.0396609758,-644304.9432332118,-646007.2472383392,-645912.9506974572,-4162.9033203125,-301508.88276978687,-454838.8177494327,-455474.4428216039,-296611.5397906358,,399.229833733163,34307.74956048929
aspartame,40.0,40.0,,-644301.0632705588,-644306.1654711039,-646008.9028824508,-645911.1018662804,-4162.84765625,-301508.88276978687,-454841.66751911666,-455490.1104083986,-296611.53979063587,,398.4970776412153,34324.094012591566
aspartame,40.0,60.0,,-644296.8933094768,-644303.4430503503,-646005.1745799624,-645907.6198258753,-4165.56298828125,-301508.88276978687,-454852.56390853407,-455484.97766595596,-296611.5397906358,,402.083005494858,34345.74052022828
aspartame,40.0,80.0,,-644299.6637495692,-644304.303613785,-646007.0897224739,-645911.1616349572,-4165.1484375,-301510.7320775569,-454827.2828248929,-455469.60986892245,-296611.53979063587,,399.6279396446525,34325.813591437385
aspartame,60.0,-100.0,,-644401.5226164508,-644404.836336239,-646093.744529317,-645938.3576798791,-4210.52490234375,-301508.92187919543,-454795.7456529954,-455433.22706806945,-296611.5397906358,,232.5634343258454,732.0235787230445
aspartame,60.0,-120.0,,-644403.4234152355,-644406.3375263166,-646095.5294036693,-645941.3648209922,-4210.9833984375,-301511.4366546375,-454780.68711570906,-455436.61148421915,-296611.53979063587,,228.69420424918653,738.105627713546
aspartame,60.0,-140.0,,-644402.9306429031,-644405.6470797892,-646095.1215015834,-645941.3669572228,-4209.95751953125,-301508.92187919543,-454789.5443219685,-455434.18045649014,-296611.53979063587,,231.129436230616,733.7852672763076
aspartame,60.0,-160.0,,-644398.9684804744,-644403.1513385784,-646091.6619779846,-645938.5803513878,-4210.9306640625,-301508.92187919543,-454804.4571391965,-455436.6659786392,-296611.5397906358,,234.1838114546407,753.9971570542275
aspartame,60.0,-180.0,,-644405.2533852338,-644408.8548760395,-646097.474725306,-645938.1396775597,-4211.3544921875,-301507.0725714253,-454792.47936930467,-455436.9290967134,-296611.5397906358,,228.77126213469197,737.9700527870638
aspartame,60.0,-20.0,,-644403.3252988723,-644405.9071186973,-646095.0470145463,-645945.2419572228,-4210.85009765625,-301514.82571211545,-454775.137784697,-455429.48666989285,-296611.5397906358,,227.92432480959758,739.0541967191417
aspartame,60.0,-40.0,,-644400.9173329324,-644403.9642084732,-646093.5507657744,-645943.2237382287,-4209.7919921875,-301508.92187919543,-454800.260281827,-455441.2565194545,-296611.53979063587,,234.02102168306516,739.1551309518355
aspartame,60.0,-60.0,,-644401.1753382239,-644405.2100413312,-646093.8203721939,-645940.2379746789,-4211.74755859375,-301507.07257142547,-454802.81801295455,-455441.80973205797,-296611.53979063587,,231.76406186990226,752.0208262330149
aspartame,60.0,-80.0,,-644405.2697640387,-644408.7725547885,-646097.4685164945,-645940.2986894004,-4211.69970703125,-301507.07257142535,-454796.12566218263,-455439.399764967,-296611.5397906358,,228.0863458785476,730.9164281164624
aspartame,60.0,0.0,,-644402.282938468,-644405.9239802381,-646094.6373919464,-645942.251493966,-4206.521484375,-301509.53590585006,-454791.08560332534,-455436.60263202403,-296611.53979063587,,232.09924744177528,734.3022377081883
aspartame,60.0,100.0,,-644403.3726703562,-644406.3974743172,-646095.4571327291,-645945.1641373986,-4211.03564453125,-301509.20709367393,-454783.7424494179,-455435.19469757914,-296611.53979063587,,229.18317397900586,737.56788963922
aspartame,60.0,120.0,,-644401.6113574033,-644404.7960476014,-646093.7944896785,-645940.4124284142,-4210.4521484375,-301508.92187919543,-454795.63105179963,-455433.1190140114,-296611.5397906358,,232.26200256067642,731.6552268699053
aspartame,60.0,140.0,,-644405.5191512125,-644409.0341791292,-646097.6964097994,-645943.1709275597,-4211.4619140625,-301507.0725714253,-454794.9224992365,-455436.3220644569,-296611.5397906358,,228.01268740348405,731.284080699567
aspartame,60.0,160.0,,-644400.5875663204,-644404.6808146369,-646093.2970554082,-645934.2638688439,-4211.8671875,-301507.0725714253,-454806.0944701195,-455441.42868237355,-296611.53979063587,,232.2227373306977,753.4887690055597
aspartame,60.0,180.0,,-644401.3480698378,-644404.2898749607,-646093.9056217943,-645939.9002519004,-4209.6923828125,-301508.92187919543,-454801.56488029636,-455442.45600955887,-296611.53979063587,,233.66817011174984,737.1435631928889
aspartame,60.0,20.0,,-644403.1345674716,-644406.2185256183,-646095.1795128284,-645935.8424668664,-4211.5986328125,-301508.9218791953,-454793.62957034056,-455433.6944151106,-296611.53979063587,,229.78717876380952,729.6224337322543
aspartame,60.0,40.0,,-644404.8837199284,-644408.5115086643,-646097.1662296586,-645932.0000138634,-4211.20654296875,-301507.0725714253,-454795.0825818468,-455442.07732899726,-296611.5397906358,,229.03964176342132,739.7239881199284
aspartame,60.0,60.0,,-644398.961727425,-644403.0802738981,-646091.6526180143,-645936.6850724572,-4210.515625,-301508.92187919543,-454805.86556694773,-455440.2828827934,-296611.5397906358,,234.45972058094657,752.8341141578793
aspartame,60.0,80.0,,-644403.1011276726,-644405.8644425847,-646095.2393193924,-645946.7669511193,-4210.12890625,-301508.92187919543,-454788.8761640827,-455434.3445909102,-296611.53979063587,,230.5718698708444,734.2153917694409
aspartame,80.0,-100.0,,-644468.386855749,-644476.3675346933,-646174.3509765974,-646001.1836686486,-4253.71044921875,-301510.836960377,-454859.56146353506,-455487.32773536275,-296611.53979063587,,42.752505265235754,11.107422659293547
aspartame,80.0,-120.0,,-644468.6797778736,-644477.0415673315,-646174.7236923011,-646003.6117692345,-4252.53662109375,-301511.16577255307,-454842.5068307466,-455490.14020033664,-296611.5397906358,,40.259262251367225,20.01667316392647
aspartame,80.0,-140.0,,-644468.3022016744,-644476.3493675023,-646174.3960652857,-646002.6630387658,-4253.68701171875,-301511.4379614411,-454849.40504476323,-455481.16800714453,-296611.5397906358,,42.016512748699824,11.423208203813246
aspartame,80.0,-160.0,,-644464.9135477578,-644474.8269979118,-646172.1919184941,-646005.2616105431,-4253.07421875,-301510.9585655225,-454869.22805944126,-455496.85224513063,-296611.53979063587,,45.74840569915714,30.237028354049343
aspartame,80.0,-180.0,,-644469.5541194038,-644478.0948913799,-646175.4703766917,-646000.4407792443,-4252.9013671875,-301511.109149265,-454855.6862674854,-455488.76674758526,-296611.53979063587,,40.56814323285032,14.922883229640744
aspartame,80.0,-20.0,,-644468.2415556605,-644476.0105139468,-646173.904746321,-646010.7779984826,-4254.095703125,-301511.4379614411,-454842.4502781983,-455486.43226410344,-296611.5397906358,,39.528791003358116,19.73021840306447
aspartame,80.0,-40.0,,-644467.2066868227,-644475.7583742229,-646173.9764281721,-646004.1743607873,-4252.423828125,-301511.109149265,-454862.2152442288,-455488.4058356915,-296611.53979063587,,44.93266219465527,15.272187987569113
aspartame,80.0,-60.0,,-644466.3172307287,-644475.89526233,-646173.2234414638,-645999.8690324181,-4253.73779296875,-301509.10925775254,-454860.11771320354,-455494.3828066408,-296611.53979063587,,43.68784388951749,28.94032637655309
aspartame,80.0,-80.0,,-644470.0944509787,-644478.2364984804,-646175.8151714448,-646000.3578629845,-4253.82080078125,-301511.109149265,-454852.9708475062,-455488.0903465202,-296611.5397906358,,39.084959271802454,7.828282172166438
aspartame,80.0,0.0,,-644468.5903234384,-644477.5777979072,-646174.6891511118,-646003.6262345666,-4248.14990234375,-301510.88450720883,-454853.9935808934,-455491.35862814204,-296611.53979063587,,42.930606178278616,15.070844259374
aspartame,80.0,100.0,,-644468.7388029052,-644477.3154368068,-646174.8355818171,-646007.9272904748,-4252.33203125,-301510.88450720883,-454844.3616944878,-455493.85894723685,-296611.5397906358,,40.62208715092824,19.315625251413852
aspartame,80.0,120.0,,-644468.4518202096,-644476.2234655096,-646174.3833671443,-646007.6196427697,-4253.69384765625,-301510.9585655225,-454860.42531119124,-455487.36639968154,-296611.5397906358,,42.414092870180134,10.406735954273842
aspartame,80.0,140.0,,-644470.1251995716,-644478.3246112231,-646175.8285428311,-646009.1161942835,-4253.3828125,-301511.109149265,-454855.1769953306,-455487.34856343945,-296611.5397906358,,39.18638215402103,8.478311977024518
aspartame,80.0,160.0,,-644465.8747025859,-644475.580824435,-646172.8751495789,-646002.8828873986,-4253.87158203125,-301509.1092577525,-454860.29335524514,-455490.39017679,-296611.53979063587,,44.10412178755872,30.031259676879557
aspartame,80.0,180.0,,-644467.5447961733,-644475.9072183563,-646174.0603219327,-646016.284987008,-4252.53759765625,-301511.109149265,-454860.7673194597,-455487.0625529389,-296611.5397906358,,44.51350963292962,13.473269172335606
aspartame,80.0,20.0,,-644469.2712861723,-644476.8487787396,-646174.8609968018,-646010.8706498498,-4254.4287109375,-301511.109149265,-454859.1853442057,-455491.8621099492,-296611.5397906358,,39.948050873048636,7.206037769374588
aspartame,80.0,40.0,,-644469.2348923055,-644477.8714946148,-646175.2617456635,-646016.5322709435,-4252.7490234375,-301511.109149265,-454856.25179296866,-455492.89701792656,-296611.53979063587,,40.98643352066878,16.97387592470048
aspartame,80.0,60.0,,-644465.0361853882,-644474.8661114643,-646172.3923770804,-646005.1665482873,-4252.86669921875,-301510.9585655225,-454869.46863218653,-455496.77476780064,-296611.5397906358,,45.90874803280915,28.976346494641103
aspartame,80.0,80.0,,-644468.3039353116,-644476.4058648556,-646174.3924372453,-646007.1685014123,-4253.8232421875,-301511.4379614411,-454845.0014264895,-455479.452319046,-296611.5397906358,,41.517829120088,12.230547818478145
gly-gly,-100.0,-100.0,,-308099.21474442165,-308105.6235770847,-308916.97841047397,-308906.2268616297,-1706.13720703125,-285154.1027325709,-308861.3905086035,-308800.030019174,-283431.84264643944,-308905.70541695226,48.67871332461626,17.39882993993328
gly-gly,-100.0,-120.0,,-308100.166448736,-308104.03134587745,-308915.08030011633,-308909.6716248133,-1722.4892578125,-285153.3899359787,-308867.91828846757,-308806.1240528018,-283431.8426464394,-308917.2698380223,45.6500361997229,71.07833222402084
gly-gly,-100.0,-140.0,,-308034.31766404066,-308040.10872658656,-308828.98173885077,-308850.71141210577,-1710.7418212890625,-285148.34392880084,-308872.75816925697,-308816.4759548918,-283431.8426464394,-308508.2283837522,91.5242010486422,1441.8791388610873
gly-gly,-100.0,-160.0,,-308107.2396577964,-308110.2364862031,-308921.7307507611,-308908.4285523036,-1707.951416015625,-285155.1835660015,-308863.40515573515,-308799.72399474384,-283431.8426464394,-308905.86079736956,41.51834345044354,7.594868934560019
gly-gly,-100.0,-180.0,,-308090.4430213871,-308097.35518288217,-308907.8214513967,-308889.4440704921,-1701.1025390625,-285153.28713493404,-308862.3952888007,-308795.0065173762,-283431.8426464394,-308909.2179620715,57.86138895383432,148.80917536697496
gly-gly,-100.0,-20.0,,-308037.72894912213,-308040.41849678184,-308845.25644053565,-308856.69646612194,-1704.984130859375,-285148.81899227476,-308884.0136224733,-308817.19967051066,-283431.8426464394,-308694.32630359655,100.38461681218293,907.1811672807753
gly-gly,-100.0,-40.0,,-308097.15170972655,-308100.72669835336,-308911.2891567877,-308907.64080205944,-1718.68115234375,-285154.09831171646,-308865.1678597679,-308804.77602272626,-283431.8426464393,-308915.7919433479,44.643570549540605,127.23784242219843
gly-gly,-100.0,-60.0,,-308105.61194757395,-308109.86960779654,-308920.96374747384,-308908.124704037,-1705.8765869140625,-285155.1984685168,-308863.10713278205,-308799.3479436302,-283431.84264643944,-308902.94008336484,43.8586740032088,15.006525236642533
gly-gly,-100.0,-80.0,,-308067.45549718646,-308077.99488841236,-308889.4885655101,-308856.4695221522,-1696.40576171875,-285153.584227112,-308868.79410491703,-308800.62928957434,-283431.8426464393,-308930.6543420344,73.13520928990968,482.50673848979415
gly-gly,-100.0,0.0,,-308107.2869604354,-308113.0960002377,-308924.2684622117,-308911.4424530604,-1709.218505859375,-285154.2519836778,-308862.91443520994,-308796.8610516709,-283431.8426464393,-308910.0209745955,42.24300059099443,5.263862159723728
gly-gly,-100.0,100.0,,-308103.67457342235,-308107.75534029753,-308919.4825344983,-308911.1434265712,-1719.6658935546875,-285154.1410197152,-308867.27586348733,-308804.2626743683,-283431.84264643944,-308915.54972021835,42.90181092949345,45.06583214088511
gly-gly,-100.0,120.0,,-308097.22944802773,-308103.8337543576,-308915.4800110594,-308903.96721807506,-1706.4893798828125,-285153.9146673113,-308861.9512465694,-308801.2021398087,-283431.8426464394,-308903.72265426524,50.104752986251754,24.655903685399732
gly-gly,-100.0,140.0,,-308069.833309102,-308079.9578077272,-308891.3134044112,-308856.72823492077,-1696.381591796875,-285153.60617787647,-308868.11008838017,-308799.68424026814,-283431.8426464394,-308930.34027341736,71.96785260686681,451.8801506176736
gly-gly,-100.0,160.0,,-308106.30024540884,-308110.3579489848,-308921.4149709811,-308908.55611578014,-1705.3555908203125,-285155.63086659287,-308862.71276104293,-308799.1472278108,-283431.8426464394,-308903.844702061,43.080331212848975,11.54469470704799
gly-gly,-100.0,180.0,,-308092.31802214606,-308096.18711082503,-308907.19603519386,-308902.64289251354,-1714.1448974609375,-285154.4460489758,-308866.855160403,-308805.9073361663,-283431.8426464394,-308922.0415504556,46.3219897898347,208.06142141125463
gly-gly,-100.0,20.0,,-308079.44948250457,-308088.64894817956,-308898.1771894458,-308873.4977051356,-1695.456298828125,-285155.90700585634,-308866.3470851275,-308803.5894180595,-283431.8426464393,-308918.2590856714,63.4708951821486,200.15511805760184
gly-gly,-100.0,40.0,,-308094.0873461307,-308100.3949326137,-308910.77995943796,-308896.9956604579,-1704.7767333984375,-285153.28713493404,-308861.66070411215,-308795.4033713764,-283431.8426464393,-308906.7230378882,54.87326220109334,107.6594429097147
gly-gly,-100.0,60.0,,-308106.973378611,-308109.8648514991,-308921.4511204771,-308908.1541229823,-1710.04833984375,-285154.59427877335,-308863.5511750134,-308799.52083298477,-283431.8426464393,-308904.93253680045,41.50435122655706,9.268580438909737
gly-gly,-100.0,80.0,,-308008.5359921005,-308008.54151786485,-308788.1956649851,-308837.43513647106,-1704.6300048828125,-285144.87860133953,-308869.82910631737,-308814.58594977926,-283431.8426464393,-307111.5208840354,130.24313011040286,1757.761092755122
gly-gly,-120.0,-100.0,,-308105.7002379061,-308109.15162137395,-308920.3091012335,-308909.1978851893,-1712.45263671875,-285153.7317893211,-308869.10349822376,-308804.7629901835,-283431.8426464394,-308910.6957422009,41.019414866770056,22.07436698874882
gly-gly,-120.0,-120.0,,-307959.3870229853,-307938.2557818487,-308696.6407991014,-308817.4311920741,-1695.080810546875,-285142.8324152469,-308870.065489985,-308813.2698574117,-283431.8426464394,-303352.8164589996,206.07538592967688,2160.1384470800213
gly-gly,-120.0,-140.0,,-308108.2280814258,-308113.03123998316,-308924.18989830447,-308911.8116089442,-1715.4761962890625,-285154.44635672524,-308864.20167892904,-308798.2143713184,-283431.8426464393,-308903.1163355346,39.47795269223601,17.581940173021884
gly-gly,-120.0,-160.0,,-308090.51588422444,-308098.1355793889,-308908.63077558903,-308896.8005920985,-1706.6920166015625,-285154.89584722434,-308867.20255462837,-308803.68062069995,-283431.84264643944,-308906.44781759044,54.58612125439126,73.14277432170664
gly-gly,-120.0,-180.0,,-308078.7367197298,-308087.9966919231,-308897.79162131523,-308869.2802063563,-1694.830322265625,-285154.25820513605,-308867.72888231365,-308798.17767440324,-283431.8426464394,-308922.3035232635,65.28997177530981,295.2524189677802
gly-gly,-120.0,-20.0,,-308075.34007355716,-308079.0564520468,-308889.10575581226,-308879.82745519665,-1707.4466552734375,-285150.2038916629,-308874.31710458384,-308809.5545650339,-283431.8426464393,-308927.9982868022,60.524082553721215,397.49021891770434
gly-gly,-120.0,-40.0,,-308104.96822987904,-308110.76759676443,-308921.5556978085,-308909.642282162,-1705.7574462890625,-285153.76310009207,-308859.9826792919,-308797.4682789883,-283431.8426464393,-308910.48899766046,43.97159416991974,8.539095441013473
gly-gly,-120.0,-60.0,,-308067.4824780911,-308078.5081628581,-308888.4992465626,-308854.06896368053,-1695.1724853515625,-285155.04195405694,-308872.73602698935,-308803.80068135355,-283431.8426464394,-308928.7677902113,71.00333924855116,418.9356429400526
gly-gly,-120.0,-80.0,,-308100.16350718524,-308106.0953738183,-308916.68237920286,-308903.3443085292,-1706.633544921875,-285154.46885395324,-308865.13404792687,-308801.1861372218,-283431.84264643944,-308903.39031921263,48.2064676447314,43.09959062570565
gly-gly,-120.0,0.0,,-308080.67821831093,-308086.4334741307,-308898.5279265178,-308888.1638886073,-1700.3145751953125,-285155.3290979162,-308872.15314675577,-308809.0031755378,-283431.84264643944,-308907.1201949433,49.24731925315265,403.15211389905016
gly-gly,-120.0,100.0,,-307951.350224494,-307930.5669285073,-308686.28765264037,-308814.914182339,-1695.143798828125,-285142.8324152469,-308866.2938239973,-308812.7411902562,-283431.84264643944,-300855.9681284336,227.66865002430345,2173.8066644402966
gly-gly,-120.0,120.0,,-308106.47727669356,-308109.85852842126,-308921.2023191865,-308909.0641266444,-1711.6636962890625,-285153.6810271809,-308868.09961568593,-308804.13311669574,-283431.8426464394,-308907.6426912117,40.956768355756395,14.870221593967145
